iter	Passed	Remaining
218	66761	2981721
219	67085	2982244
220	67350	2980198
221	67639	2979203
222	67934	2978437
223	68243	2978336
224	68518	2976757
225	68798	2975391
226	69075	2973878
227	69344	2972072
228	69601	2969763
229	69908	2969586
230	70176	2967746
231	70489	2967837
232	70760	2966161
233	71055	2965486
234	71324	2963777
235	71596	2962143
236	71835	2959211
237	72134	2958746
238	72417	2957584
239	72641	2954102
240	72903	2952149
241	73179	2950764
242	73402	2947256
243	73656	2945057
244	73897	2942319
245	74160	2940488
246	74420	2938548
247	74661	2935899
248	74871	2932027
249	75108	2929249
250	75340	2926285
251	75532	2921785
252	75750	2918339
253	76063	2918551
254	76329	2916984
255	76597	2915495
256	76864	2913980
257	77173	2914031
258	77410	2911399
259	77678	2909949
260	78005	2910721
261	78301	2910300
262	78597	2909912
263	78851	2907943
264	79138	2907202
265	79432	2906737
266	79661	2903911
267	79943	2903035
268	80178	2900424
269	80484	2900411
270	80968	2906788
271	81234	2905339
272	81584	2906874
273	81896	2907039
274	82210	2907262
275	82480	2905950
276	82723	2903699
277	83115	2906635
278	83511	2909733
279	83865	2911318
280	84126	2909684
281	84418	2909150
282	84672	2907290
283	84972	2907008
284	85276	2906881
285	85546	2905575
286	85876	2906334
287	86142	2904930
288	86570	2908960
289	87014	2913481
290	87414	2916513
291	87678	2915020
292	87964	2914238
293	88224	2912593
294	88466	2910403
295	88743	2909361
296	89021	2908319
297	89247	2905646
298	89543	2905231
299	89843	2904950
300	90110	2903580
301	90393	2902765
302	90655	2901290
303	91079	2904959
304	91364	2904189
305	91683	2904498
306	92026	2905593
307	92314	2904921
308	92583	2903639
309	92883	2903351
310	93156	2902224
311	93457	2901962
312	93751	2901502
313	94038	2900817
314	94326	2900157
315	94638	2900242
316	94943	2900130
317	95230	2899431
318	95530	2899159
319	95866	2899953
320	96130	2898578
321	96445	2898741
322	96725	2897864
323	97027	2897655
324	97312	2896918
325	97650	2897763
326	97913	2896392
327	98157	2894438
328	98436	2893553
329	98753	2893773
330	99045	2893268
331	99354	2893237
332	99663	2893241
333	99971	2893175
334	100307	2893949
335	100551	2892065
336	100859	2891990
337	101185	2892475
338	101488	2892261
339	101770	2891492
340	102050	2890626
341	102353	2890439
342	102587	2888297
343	102928	2889190
344	103208	2888346
345	103469	2886968
346	103763	2886536
347	104034	2885457
348	104294	2884074
349	104554	2882729
350	104845	2882192
351	105129	2881492
352	105446	2881696
353	105763	2881902
354	106080	2882099
355	106401	2882395
356	106690	2881830
357	106989	2881536
358	107266	2880667
359	107590	2881023
360	107858	2879901
361	108215	2881172
362	108507	2880687
363	108805	2880354
364	109093	2879767
365	109352	2878415
366	109644	2877935
367	109979	2878584
368	110229	2877013
369	110491	2875758
370	110777	2875126
371	111066	2874603
372	111384	2874787
373	111666	2874076
374	112020	2875191
375	112297	2874341
376	112576	2873542
377	112882	2873425
378	113211	2873895
379	113510	2873597
380	113813	2873411
381	114126	2873488
382	114415	2872933
383	114688	2871990
384	115025	2872655
385	115336	2872663
386	115625	2872118
387	115942	2872268
388	116218	2871401
389	116488	2870402
390	116786	2870074
391	117125	2870769
392	117434	2870730
393	117734	2870452
394	118052	2870621
395	118364	2870645
396	118708	2871421
397	119024	2871543
398	119307	2870852
399	119583	2870010
400	119906	2870275
401	120181	2869404
402	120485	2869225
403	120840	2870260
404	121140	2869985
405	121425	2869357
406	121689	2868227
407	121931	2866594
408	122178	2865067
409	122428	2863622
410	122689	2862462
411	122979	2861969
412	123235	2860671
413	123552	2860798
414	123946	2862710
415	124215	2861729
416	124477	2860586
417	124712	2858843
418	125075	2860030
419	125379	2859843
420	125666	2859275
421	125938	2858390
422	126224	2857810
423	126535	2857797
424	126860	2858088
425	127152	2857640
426	127450	2857344
427	127737	2856783
428	128031	2856385
429	128356	2856680
430	128640	2856058
431	128945	2855914
432	129210	2854859
433	129465	2853606
434	129731	2852592
435	130030	2852319
436	130282	2851000
437	130517	2849335
438	130812	2848963
439	131114	2848766
440	131321	2846480
441	131526	2844190
442	131777	2842882
443	132009	2841169
444	132280	2840313
445	132523	2838864
446	132745	2836945
447	133007	2835913
448	133299	2835511
449	133526	2833727
450	133779	2832499
451	134049	2831637
452	134366	2831772
453	134561	2829351
454	134789	2827619
455	135022	2825998
456	135277	2824832
457	135509	2823204
458	135756	2821900
459	135993	2820377
460	136234	2818960
461	136485	2817753
462	136757	2816967
463	136956	2814696
464	137190	2813145
465	137469	2812523
466	137713	2811186
467	138014	2811010
468	138224	2809002
469	138497	2808265
470	138735	2806811
471	139002	2805962
472	139224	2804213
473	139474	2803034
474	139741	2802183
475	139946	2800110
476	140167	2798345
477	140400	2796845
478	140671	2796106
479	140938	2795276
480	141209	2794548
481	141459	2793379
482	141705	2792158
483	141971	2791324
484	142230	2790351
485	142479	2789194
486	142722	2787917
487	142986	2787072
488	143234	2785894
489	143459	2784276
490	143674	2782495
491	143920	2781292
492	144180	2780366
493	144425	2779172
494	144685	2778249
495	144941	2777273
496	145226	2776834
497	145475	2775710
498	145712	2774368
499	145948	2773029
500	146172	2771451
501	146417	2770257
502	146757	2770889
503	146992	2769516
504	147215	2767934
505	147498	2767484
506	147731	2766111
507	148013	2765646
508	148255	2764429
509	148526	2763756
510	148779	2762756
511	149094	2762906
512	149372	2762366
513	149618	2761246
514	149883	2760483
515	150178	2760261
516	150422	2759105
517	150699	2758556
518	150952	2757570
519	151177	2756083
520	151422	2754950
521	151651	2753558
522	151909	2752676
523	152143	2751360
524	152397	2750405
525	152675	2749900
526	152901	2748446
527	153134	2747143
528	153373	2745928
529	153632	2745100
530	153882	2744100
531	154129	2743038
532	154367	2741825
533	154627	2741024
534	154903	2740490
535	155112	2738785
536	155357	2737710
537	155623	2737001
538	155900	2736510
539	156130	2735176
540	156399	2734540
541	156663	2733804
542	156939	2733295
543	157177	2732107
544	157419	2731015
545	157696	2730509
546	157974	2730049
547	158283	2730102
548	158699	2732006
549	158975	2731483
550	159248	2730922
551	159627	2732175
552	159916	2731878
553	160221	2731868
554	160499	2731389
555	160793	2731182
556	161060	2730514
557	161351	2730255
558	161612	2729490
559	161905	2729268
560	162126	2727828
561	162342	2726317
562	162563	2724894
563	162814	2723970
564	163057	2722920
565	163283	2721580
566	163525	2720519
567	163755	2719271
568	164013	2718465
569	164274	2717737
570	164548	2717203
571	164820	2716651
572	165071	2715758
573	165316	2714769
574	165554	2713655
575	165805	2712761
576	166057	2711882
577	166339	2711504
578	166604	2710842
579	166829	2709537
580	167040	2708010
581	167333	2707813
582	167542	2706259
583	167793	2705387
584	168068	2704897
585	168296	2703653
586	168549	2702819
587	168813	2702165
588	169056	2701166
589	169268	2699691
590	169526	2698943
591	169786	2698231
592	170043	2697469
593	170303	2696766
594	170563	2696053
595	170788	2694783
596	171051	2694135
597	171298	2693226
598	171543	2692281
599	171787	2691342
600	172096	2691410
601	172447	2692130
602	172701	2691344
603	172949	2690446
604	173203	2689664
605	173492	2689414
606	173789	2689295
607	174043	2688506
608	174290	2687625
609	174553	2686985
610	174823	2686450
611	175090	2685871
612	175299	2684399
613	175563	2683773
614	175886	2684062
615	176154	2683494
616	176369	2682129
617	176611	2681184
618	176878	2680616
619	177118	2679634
620	177363	2678738
621	177617	2677963
622	177878	2677310
623	178108	2676197
624	178382	2675741
625	178612	2674619
626	178858	2673754
627	179083	2672567
628	179327	2671673
629	179550	2670463
630	179804	2669706
631	180009	2668243
632	180264	2667521
633	180523	2666849
634	180777	2666118
635	181027	2665323
636	181256	2664209
637	181506	2663420
638	181726	2662187
639	181981	2661482
640	182248	2660938
641	182495	2660109
642	182727	2659069
643	182948	2657863
644	183227	2657502
645	183487	2656883
646	183718	2655820
647	183991	2655377
648	184230	2654448
649	184493	2653866
650	184776	2653567
651	185089	2653709
652	185329	2652793
653	185583	2652090
654	185816	2651079
655	186098	2650767
656	186372	2650351
657	186647	2649945
658	186859	2648642
659	187116	2647976
660	187368	2647250
661	187616	2646473
662	187912	2646363
663	188169	2645713
664	188407	2644790
665	188667	2644183
666	188913	2643374
667	189125	2642090
668	189417	2641937
669	189655	2641018
670	189902	2640244
671	190131	2639204
672	190403	2638766
673	190640	2637855
674	190883	2637020
675	191137	2636344
676	191384	2635569
677	191643	2634961
678	191907	2634421
679	192135	2633383
680	192418	2633106
681	192730	2633227
682	193010	2632913
683	193308	2632845
684	193672	2633656
685	193945	2633255
686	194244	2633190
687	194531	2632964
688	194864	2633359
689	195155	2633190
690	195434	2632844
691	195727	2632706
692	196003	2632329
693	196310	2632369
694	196615	2632384
695	196940	2632664
696	197251	2632752
697	197544	2632606
698	197873	2632928
699	198177	2632930
700	198575	2634176
701	198999	2635747
702	199312	2635853
703	199659	2636413
704	199956	2636307
705	200236	2635978
706	200513	2635599
707	200797	2635322
708	201126	2635642
709	201435	2635683
710	201748	2635779
711	202056	2635816
712	202326	2635351
713	202624	2635256
714	202878	2634583
715	203131	2633894
716	203360	2632905
717	203632	2632471
718	203885	2631801
719	204125	2630954
720	204364	2630094
721	204623	2629498
722	204893	2629043
723	205179	2628788
724	205464	2628529
725	205691	2627528
726	205945	2626871
727	206215	2626417
728	206511	2626293
729	206779	2625810
730	206997	2624705
731	207260	2624162
732	207516	2623541
733	207770	2622889
734	208042	2622461
735	208279	2621602
736	208518	2620764
737	208795	2620409
738	209041	2619669
739	209346	2619658
740	209659	2619754
741	209942	2619476
742	210215	2619061
743	210488	2618653
744	210778	2618467
745	211057	2618136
746	211343	2617890
747	211646	2617856
748	211971	2618092
749	212243	2617668
750	212633	2618706
751	212926	2618540
752	213192	2618050
753	213468	2617679
754	213733	2617172
755	214001	2616701
756	214226	2615711
757	214500	2615323
758	214755	2614692
