iter	F1	Logloss
146	0.5875953322	0.4664685769
147	0.5881164107	0.4660891469
148	0.5882871791	0.4659843423
149	0.5885984657	0.4658623259
150	0.58865359	0.465798187
151	0.5887055278	0.4657045195
152	0.5890947183	0.4656139118
153	0.5897763285	0.4654486225
154	0.5901783829	0.4653598976
155	0.5902884827	0.4649023107
156	0.5899778694	0.464847134
157	0.5899859462	0.4647220236
158	0.5901458647	0.4645785802
159	0.5904114622	0.4644316531
160	0.5903852335	0.4643117014
161	0.5904181057	0.4642218105
162	0.5902929039	0.4640919572
163	0.5902410779	0.4639746216
164	0.590382371	0.4638759413
165	0.5908911328	0.4636126864
166	0.5909926133	0.4635449689
167	0.5909917857	0.4633909407
168	0.5912752726	0.4632850916
169	0.5913378956	0.4631072653
170	0.5914677837	0.4630253707
171	0.5915521423	0.4629091078
172	0.5915063307	0.462841592
173	0.5917832891	0.4626105916
174	0.5919267674	0.462544006
175	0.5921999173	0.4624278167
176	0.5923469153	0.4622768745
177	0.592638172	0.4621869872
178	0.5926966808	0.4620946657
179	0.5928313043	0.4619290455
180	0.5929651931	0.4618163315
181	0.5929721143	0.4617132047
182	0.5929211667	0.4616363574
183	0.5930409862	0.4615577783
184	0.5931661615	0.4614100145
185	0.5935697226	0.4611991611
186	0.5936274375	0.4610706488
187	0.5938211741	0.4610143764
188	0.5942780567	0.460821644
189	0.5947563068	0.4607142683
190	0.5950078003	0.4605013331
191	0.5956085262	0.4601818931
192	0.5956857748	0.4600676046
193	0.5959627443	0.4598270563
194	0.5962384514	0.4596846231
195	0.5962564394	0.4596392893
196	0.5962878732	0.4595768349
197	0.5965179284	0.4594771456
198	0.5968247566	0.4593288724
199	0.596883593	0.459214445
200	0.5970940093	0.4589763276
201	0.597075943	0.458933956
202	0.59730307	0.4588470278
203	0.5974664051	0.4587514472
204	0.5979895353	0.4586439412
205	0.5977569682	0.4584436047
206	0.5978545888	0.4582313306
207	0.5982362216	0.4581165714
208	0.5984052791	0.4579835437
209	0.5986051669	0.4579099247
210	0.5985776083	0.4578293247
211	0.5984728346	0.4577852577
212	0.5986685251	0.4575126904
213	0.5988041525	0.4574501837
214	0.5987657151	0.457382625
215	0.5990813829	0.4572524263
216	0.5993766615	0.4571268073
217	0.5993159164	0.4570387151
218	0.5994571397	0.456989645
219	0.5996606283	0.4567586605
220	0.5996936314	0.4566924941
221	0.5996642541	0.4566411218
222	0.5996900305	0.4564584985
223	0.5997376652	0.4563210946
224	0.5998385854	0.4562270656
225	0.6000458695	0.4561250789
226	0.6002054556	0.4560015255
227	0.6003815324	0.455926164
228	0.600497006	0.455848038
229	0.6007571105	0.4557245767
230	0.6006527439	0.4556602944
231	0.6008635626	0.4555811659
232	0.6006546195	0.4555176993
233	0.6010304742	0.4553841386
234	0.6011990979	0.4552868778
235	0.6013734677	0.455191277
236	0.6013882139	0.4551734435
237	0.601569663	0.4550769921
238	0.6018352997	0.4549062145
239	0.6020109807	0.4548504476
240	0.6019721769	0.4547677138
241	0.6018959953	0.4546415477
242	0.6020200539	0.4545722713
243	0.6021225507	0.4544206447
244	0.6022557562	0.4543520289
245	0.60251161	0.4542268802
246	0.6028004432	0.4541522914
247	0.6028937729	0.4540822963
248	0.6028978074	0.4539792157
249	0.6029858949	0.4538625537
250	0.6032638558	0.4537982878
251	0.6034365898	0.4537247469
252	0.6036360306	0.4536549693
253	0.6037238183	0.4535331135
254	0.6040613785	0.4534013906
255	0.6037275959	0.4532349335
256	0.6038894388	0.4531740274
257	0.6042293302	0.4530032173
258	0.6043256531	0.4528751744
259	0.604273661	0.4527924695
260	0.6045624587	0.4526936834
261	0.6045991345	0.4526441554
262	0.6048395967	0.4525077434
263	0.6050169094	0.4523815061
264	0.60516524	0.4521743752
265	0.6056037444	0.4519622608
266	0.6054861016	0.4518203059
267	0.6060151064	0.451743084
268	0.6061099871	0.451640422
269	0.6063740206	0.4515199761
270	0.6063168685	0.4514097718
271	0.6065614276	0.4512757185
272	0.6067060061	0.4511900686
273	0.6064933044	0.4510094451
274	0.6069379501	0.4507937423
275	0.6070853462	0.4507081552
276	0.6071147547	0.4506299278
277	0.6073248612	0.4505608029
278	0.6074621812	0.4505242994
279	0.6074870613	0.4502298855
280	0.6073972477	0.4501145037
281	0.6075447208	0.4499831518
282	0.6077036983	0.4498686644
283	0.6078976234	0.4498177806
284	0.6081210759	0.4496683969
285	0.608381767	0.4495656133
286	0.6081433076	0.44926419
287	0.608406372	0.4492151943
288	0.6084731513	0.4491238488
289	0.6082075567	0.4490931386
290	0.6083625859	0.4490549767
291	0.6085287262	0.4489450169
292	0.6084976822	0.4488807013
293	0.6084833634	0.4488193674
294	0.6085381914	0.4487642822
295	0.6086686117	0.4486927194
296	0.6088912459	0.4485557453
297	0.6093340037	0.4484839566
298	0.6093754286	0.4483324461
299	0.6095786491	0.4482147944
300	0.6095643749	0.4480750455
301	0.6096678063	0.4480012267
302	0.609964725	0.4479117775
303	0.6100362812	0.4478508715
304	0.610083066	0.4477822472
305	0.6101338694	0.4476715585
306	0.6103741869	0.4475623245
307	0.6106030569	0.4474443033
308	0.6109309485	0.4473636942
309	0.6110679807	0.4473303111
310	0.611183165	0.4472332826
311	0.6114748559	0.4471343096
312	0.6115251142	0.4470718657
313	0.6115758328	0.4470052346
314	0.611795855	0.4469272371
315	0.6118834838	0.4468109234
316	0.6119479286	0.4467345928
317	0.6122143398	0.446536545
318	0.6124494509	0.4464480711
319	0.6125519193	0.4463798757
320	0.6124848253	0.4462877521
321	0.6127813373	0.4462078341
322	0.612965633	0.4461264221
323	0.6132022113	0.4460386309
324	0.6134439985	0.4459113389
325	0.613552646	0.4456533793
326	0.6135582403	0.4455802548
327	0.6136160592	0.4454833143
328	0.61374494	0.4454071444
329	0.6138545266	0.4453246543
330	0.6139794356	0.4452858956
331	0.6144957122	0.4451509112
332	0.6145457198	0.4450046118
333	0.6145415421	0.4449575549
334	0.6143460531	0.4449244898
335	0.6143417571	0.444843718
336	0.6145734511	0.4446510031
337	0.6146069056	0.4446133388
338	0.614622577	0.4444804258
339	0.6146982346	0.4443662067
340	0.6146715328	0.4443146618
341	0.6148527856	0.444099583
342	0.6147756293	0.4440486005
343	0.6149005445	0.4439522007
344	0.6149749202	0.4439020221
345	0.6151376983	0.4438260055
346	0.61514748	0.4437496162
347	0.6152878091	0.4436815446
348	0.615468797	0.4436053511
349	0.6155852684	0.4435538102
350	0.6156778695	0.4434320122
351	0.615725663	0.4434012055
352	0.6154674847	0.4433007815
353	0.6155994451	0.4432404523
354	0.6158942815	0.4431354671
355	0.6159699287	0.4430705256
356	0.6161945167	0.4430239899
357	0.6163546115	0.4429738474
358	0.6165284582	0.4428820736
359	0.6166572424	0.4428223781
360	0.6166616497	0.4427484269
361	0.6165929304	0.4426424392
362	0.6167779359	0.4425763693
363	0.6167025508	0.4425209252
364	0.6172693108	0.4424372859
365	0.6173733761	0.4423680888
366	0.6175048797	0.4422733746
367	0.6176942722	0.4421961751
368	0.6177066044	0.4421610592
369	0.6178001878	0.4421142239
370	0.6178489703	0.4420498777
371	0.617729921	0.4420101488
372	0.6178224321	0.4419271224
373	0.6180130736	0.4418178511
374	0.6180445368	0.4417352554
375	0.6182786384	0.4416592347
376	0.6182829526	0.4415691849
377	0.6185269954	0.441459529
378	0.6185080178	0.441366317
379	0.6188110237	0.4412792807
380	0.6190228738	0.4411925505
381	0.6193557796	0.4411248094
382	0.6192499134	0.4410901888
383	0.6193297841	0.4409994474
384	0.6192316809	0.4408915504
385	0.6192850826	0.4408564212
386	0.6193996518	0.4408198022
387	0.6197260124	0.4407240617
388	0.6198756858	0.4406727429
389	0.6199744851	0.4405902749
390	0.6201567341	0.4404662329
391	0.6201133609	0.4403651017
392	0.6203144224	0.4402688623
393	0.6203150066	0.4402020912
394	0.6205733558	0.4401432129
395	0.6205337199	0.4400589511
396	0.6204802801	0.4399785056
397	0.6207657247	0.439900589
398	0.6205796282	0.4398194278
399	0.6207915105	0.4397513721
400	0.6207236032	0.439690637
401	0.6207638515	0.4396078259
402	0.6208656967	0.4395463275
403	0.6210988771	0.4395156011
404	0.6211806315	0.439450366
405	0.6211542494	0.4393746646
406	0.621336032	0.4393117396
407	0.6214597595	0.4392283584
408	0.6214516217	0.4391687266
409	0.621660788	0.4391165679
410	0.6216073349	0.4390839199
411	0.6216777863	0.4390275904
412	0.62152186	0.4389558332
413	0.6215952687	0.438853308
414	0.6217868696	0.4388037987
415	0.6218420022	0.4387473369
416	0.6218602236	0.4387163754
417	0.6222100756	0.4386047099
418	0.6224909839	0.438463786
419	0.6226366981	0.4384049021
420	0.6227140255	0.438345656
421	0.6226775956	0.4382804882
422	0.6227779397	0.4382238161
423	0.6228155649	0.4381311687
424	0.6228955922	0.4380263737
425	0.6227975876	0.4378885283
426	0.6230550596	0.437779238
427	0.6231294004	0.4376849412
428	0.6233629028	0.4375979008
429	0.6234764707	0.4375091484
430	0.6237350506	0.4374545408
431	0.6241736628	0.4373597149
432	0.6243285077	0.4372954229
433	0.6244719592	0.4372211845
434	0.6245504784	0.4371525039
435	0.6246824783	0.4370825937
436	0.624899847	0.4369908805
437	0.6250238951	0.4369217574
438	0.6255458515	0.4367929045
439	0.6255242878	0.4367451838
440	0.6256004367	0.4366983446
441	0.6255356704	0.4366233522
442	0.6256790079	0.4365454554
443	0.6259678109	0.4364552445
444	0.6259632268	0.4363880971
445	0.6262975464	0.4363055567
446	0.6263010408	0.43626621
447	0.6266191239	0.4361550919
448	0.6267703643	0.436054576
449	0.6269009678	0.4360059417
450	0.6271806159	0.4359479293
451	0.6272012807	0.4358559623
452	0.6272297051	0.4357622361
453	0.6275808727	0.4357003609
454	0.6277353666	0.4356663046
455	0.6279418855	0.4355894179
456	0.6279913772	0.4355229615
457	0.6279310909	0.43543289
458	0.6280412934	0.4353494546
459	0.6282492042	0.4352636092
460	0.628349006	0.4351866162
461	0.6282466351	0.4351170973
462	0.6284087912	0.4350743377
463	0.6284498359	0.4350363303
464	0.6284420356	0.4349702181
465	0.6284638541	0.4347987004
466	0.6287252521	0.4347259042
467	0.6289803415	0.4346288652
468	0.6292312588	0.4345107603
469	0.6292136875	0.4344871721
470	0.6293450687	0.4343848755
471	0.6296744161	0.4342677717
472	0.6295363407	0.4342381192
473	0.6296205363	0.4342108459
474	0.6297282801	0.4340934323
475	0.6297333164	0.4340596377
476	0.629913388	0.4340152313
477	0.6299604707	0.433944871
478	0.6301088557	0.4338701557
479	0.6301008816	0.4337799306
480	0.6302328541	0.4336942135
481	0.6303346387	0.433594087
482	0.6304867301	0.4335447894
483	0.6304865415	0.4334653973
484	0.630694158	0.4333917391
485	0.6308529682	0.4333468349
486	0.6308366201	0.4333005996
487	0.6309112719	0.4332115088
488	0.6310243016	0.4331030353
489	0.6310175974	0.4330692905
490	0.6311706245	0.4329617494
491	0.6314145065	0.4329067359
492	0.6316267495	0.4327381947
493	0.6316841216	0.432688788
494	0.631763477	0.4325995228
495	0.6317520005	0.4325946165
496	0.6319354282	0.4324577027
497	0.6321952814	0.4323666398
498	0.6322956669	0.4323272021
499	0.632307022	0.4322641621
500	0.6326060122	0.4321739833
501	0.6328144147	0.4321126094
502	0.6328036374	0.4320534817
503	0.6328295893	0.4319985862
504	0.6328077485	0.4319620958
505	0.6328794481	0.431927143
506	0.6330350173	0.4318418239
507	0.6330979652	0.4317594747
508	0.6332183699	0.4317068485
509	0.6333024742	0.4314981355
510	0.6334383255	0.4313651138
511	0.6336419753	0.4311480874
512	0.6335121787	0.4310998772
513	0.6335608977	0.4310030065
514	0.6337606217	0.4309385789
515	0.6338156008	0.4308891765
516	0.6338736319	0.4308382199
517	0.633869665	0.4307936163
518	0.6340002722	0.4307381625
519	0.6340507386	0.4306925589
520	0.6341932441	0.430486761
521	0.6343507642	0.430448704
522	0.6343741781	0.4303547171
523	0.6344357165	0.4302931086
524	0.6344711229	0.4302356756
525	0.6346481838	0.4301179889
526	0.6347123934	0.4300630571
527	0.6350027218	0.4299815724
528	0.6351000708	0.4299560704
529	0.635084249	0.4299128743
530	0.6352956119	0.4298432082
531	0.6354539929	0.4297982371
532	0.6354539929	0.4297301526
533	0.6355199536	0.4296027858
534	0.6356890139	0.4295230635
535	0.6358332199	0.4294465849
536	0.6358835698	0.4294308908
537	0.636146764	0.4293311634
538	0.6361913055	0.4292552433
539	0.6362572675	0.4292050132
540	0.6362745809	0.4291596954
541	0.6364345444	0.4290772759
542	0.6365829328	0.4290067612
543	0.6366686617	0.4289597724
544	0.6369538802	0.4288516321
545	0.6371970295	0.4287488197
546	0.6372506347	0.4286920847
547	0.637293484	0.4286230227
548	0.6373197933	0.428500827
549	0.6372580133	0.4284367099
550	0.6373329465	0.4283518077
551	0.6373923293	0.4283018003
552	0.6377011286	0.4282319492
553	0.6378238248	0.4281253143
554	0.6380394787	0.4280154302
555	0.6380583827	0.4279952739
556	0.6379851003	0.4279390326
557	0.6380387003	0.4278578792
558	0.6380633876	0.4278016427
559	0.6382041615	0.4277188521
560	0.6380996402	0.4276802897
561	0.6381490108	0.4275952586
562	0.6381127595	0.4275586657
563	0.6382110873	0.4275081281
564	0.6384482915	0.4274117668
565	0.6385373989	0.4273774524
566	0.6386577473	0.4273209596
567	0.6386469314	0.4272817455
568	0.6388038061	0.4272320653
569	0.6387166939	0.4271722838
570	0.6391149127	0.4270452588
571	0.6391954335	0.4269531122
572	0.6393484209	0.4268691738
573	0.6397021523	0.4267746361
574	0.6397796862	0.4266980107
575	0.6398355356	0.42660561
576	0.6400492624	0.4265595629
577	0.6402159049	0.4264687613
578	0.6403384027	0.4264114591
579	0.6405897643	0.4263182109
580	0.6408860794	0.426233849
581	0.6409787041	0.4261067107
582	0.6409866072	0.426055968
583	0.6412003479	0.4259631246
584	0.6412865232	0.4259184939
585	0.6415381549	0.4258531139
586	0.6414947309	0.4258061989
587	0.6415743979	0.4256906016
588	0.6416301236	0.4255964736
589	0.6418529657	0.4255176079
590	0.6419482507	0.4254211686
591	0.6420336711	0.4253483745
592	0.6421378636	0.4252960938
593	0.6421483413	0.4252267053
594	0.6422938679	0.4251628607
595	0.6422621419	0.4251315174
596	0.6422415354	0.4250446578
597	0.6422880527	0.4249958298
598	0.6425377053	0.4249342231
599	0.6425998009	0.4248729627
600	0.6427705283	0.4247602014
601	0.6431047435	0.4246847961
602	0.6432508258	0.42462174
603	0.6432637399	0.4245620327
604	0.6434505602	0.4244888002
605	0.6435385479	0.4244493057
606	0.643661309	0.4243681902
607	0.6438214854	0.4243224469
608	0.6438402027	0.4242595988
609	0.6436521582	0.4241196097
610	0.6438356164	0.4240322362
611	0.643987442	0.4239935166
612	0.6441042899	0.4239343513
613	0.6441113413	0.4238878055
614	0.6441003003	0.4238245251
615	0.6442744226	0.4237499498
616	0.6443467723	0.4236946165
617	0.6444782003	0.4236152349
618	0.6445382786	0.4235729912
619	0.6445429062	0.4235138873
620	0.6447126904	0.4234206911
621	0.6447412445	0.4233638784
622	0.6448730818	0.4233050193
623	0.6448777312	0.4232339815
624	0.6450860362	0.4231912463
625	0.6448380942	0.423128801
626	0.6449057832	0.4230607172
627	0.6451315433	0.4229983956
628	0.6451443759	0.4229698125
629	0.6452266213	0.4228939891
630	0.6453998156	0.4227873825
631	0.6453805822	0.4227169234
632	0.6453986621	0.4227049842
633	0.6454780549	0.4226321535
634	0.6456372562	0.4225663503
635	0.645604644	0.422528837
636	0.6456630254	0.4224732788
637	0.6457709733	0.422425007
638	0.6458923	0.4224048632
639	0.6460620309	0.4223486646
640	0.6461343702	0.4223058499
641	0.6461585774	0.4222675612
642	0.6463469783	0.4222223218
643	0.6465236579	0.4221624889
644	0.6465614686	0.4221084133
645	0.6466652199	0.422025274
646	0.6467769641	0.4219854177
647	0.6469487557	0.4219617291
648	0.6471252836	0.4219105728
649	0.64724065	0.4218742836
650	0.647165701	0.4217999322
651	0.6471625275	0.4217457715
652	0.6472061256	0.4217098642
653	0.6473390647	0.4216542528
654	0.6473380163	0.4215945451
655	0.6473943503	0.4215425235
656	0.6475820302	0.4214483455
657	0.6476245571	0.4214152655
658	0.6476558899	0.4213467156
659	0.6476080296	0.4212353229
660	0.6478078936	0.4211744252
661	0.6479621813	0.4211442117
662	0.6480154031	0.4211128681
663	0.6481923355	0.4210468175
664	0.6483203644	0.420956405
665	0.6483868052	0.4209077929
666	0.648467433	0.4208369524
667	0.6484679263	0.4208224554
668	0.6486427874	0.4207401427
669	0.64873412	0.4207169414
670	0.6486877174	0.4206496879
671	0.6488698574	0.4205983273
672	0.6489079183	0.4205339846
673	0.6491080703	0.4205030896
674	0.6491495877	0.42043901
675	0.6491974456	0.4203382088
676	0.6492697071	0.4202661018
677	0.6493623785	0.4202073658
678	0.6493553397	0.4201180017
679	0.6494289712	0.4200538291
680	0.6494578221	0.4199863622
681	0.6497183302	0.4199030782
682	0.6497530675	0.4198652954
683	0.6498817412	0.4197536369
684	0.6499056629	0.4196925895
685	0.6500749246	0.4196191079
686	0.6501155568	0.4195589874
687	0.6501503264	0.4195073807
688	0.6503182701	0.4194321376
689	0.6502947842	0.4193481229
690	0.6502297616	0.4192938018
691	0.6502817105	0.4192257777
692	0.6502085854	0.419186616
693	0.6505110333	0.4191230033
694	0.6505665147	0.4190925401
695	0.6504794756	0.4190067193
696	0.6505625892	0.4189505576
697	0.6506605026	0.4188947052
698	0.6507470771	0.4188564407
699	0.6508512521	0.4188158622
700	0.6508865056	0.4187419275
701	0.6509813835	0.4186720174
702	0.6509813835	0.4185955818
703	0.6510540333	0.4185355131
704	0.6509641774	0.4184790282
705	0.6509763562	0.4184100782
706	0.6512245101	0.4183455847
707	0.6514730305	0.4183036849
708	0.6514620939	0.4182541745
709	0.6516707887	0.4182167073
710	0.6517229239	0.4181359093
711	0.6518760549	0.4180471206
712	0.6519117594	0.4179860842
713	0.6521024789	0.4179127852
714	0.6523285199	0.417830582
715	0.6524689576	0.4177889415
716	0.6526078325	0.4177486446
717	0.6526372783	0.4177026431
718	0.6527157386	0.4176569344
719	0.6527352949	0.4175731944
720	0.652759607	0.4175067806
721	0.652862363	0.4174408997
722	0.6530424426	0.4173920344
723	0.6530313966	0.4173358015
724	0.653171317	0.4172968579
725	0.6532015083	0.4172470585
726	0.6532552706	0.4172004967
727	0.6534003265	0.4171228354
728	0.6531109327	0.4168151589
729	0.6533377843	0.4167491606
730	0.6533436789	0.4167217732
731	0.6532770319	0.4166448084
732	0.6534589152	0.4165563134
733	0.6534707061	0.4165368879
734	0.6535196529	0.4164758198
735	0.653489463	0.4163936951
736	0.6535963044	0.4163556344
737	0.6535344968	0.416242649
738	0.6535285997	0.4162216577
739	0.6537538567	0.4161549496
740	0.6539519861	0.4160917243
741	0.6540779502	0.4160286118
742	0.6540487875	0.4159838377
743	0.6541701997	0.4159493669
744	0.6543121882	0.415860926
745	0.6544936218	0.4158020993
746	0.6544804937	0.4157789261
747	0.654498209	0.4157273409
748	0.6546678214	0.4156919153
749	0.6547941251	0.4156254882
750	0.6545513578	0.4154457155
751	0.6547852047	0.4153963218
752	0.6549304666	0.4153291689
753	0.6549363732	0.4152887929
754	0.6550091535	0.4152466924
755	0.6550088381	0.4152090137
756	0.6549481868	0.415151796
757	0.65508752	0.4151183214
758	0.6550890425	0.415048691
