iter	F1	Logloss
239	0.600832554	0.4551540237
240	0.6010364595	0.455055661
241	0.601247592	0.4548608875
242	0.6013498643	0.4547355179
243	0.6015004494	0.4545438989
244	0.6015316183	0.4544591754
245	0.6018010748	0.4543988423
246	0.6018635705	0.4543222986
247	0.6019697025	0.4542497801
248	0.6022028007	0.4540765682
249	0.6026030249	0.4536945741
250	0.6023207815	0.4536104719
251	0.6023411126	0.4535708074
252	0.6025238908	0.4534630848
253	0.602530717	0.453388136
254	0.6025086188	0.4533187931
255	0.6027736276	0.4531277105
256	0.6029449518	0.453057331
257	0.6031696564	0.45294195
258	0.6032659495	0.4527830887
259	0.603306391	0.4526844099
260	0.6038361181	0.4523159382
261	0.6040323762	0.452164277
262	0.6042240756	0.4520077251
263	0.604574984	0.4517510918
264	0.604590296	0.4517244659
265	0.6047362834	0.4516124171
266	0.6048890271	0.4514944933
267	0.6050770709	0.4513855932
268	0.6053842424	0.4512885202
269	0.605870462	0.4511608626
270	0.6058249941	0.4510645966
271	0.6059347615	0.4509629264
272	0.6061043986	0.4508966391
273	0.6062451981	0.4508157555
274	0.6064939696	0.4507199488
275	0.6066996497	0.4506607838
276	0.6069622626	0.4505421683
277	0.6069433396	0.4503777905
278	0.6071164164	0.4503091478
279	0.6071513445	0.4502673133
280	0.6072691714	0.450174874
281	0.607413771	0.450081426
282	0.6076321923	0.449969377
283	0.6074070011	0.4499086067
284	0.6075222614	0.4498291456
285	0.6078113998	0.449742482
286	0.6079825941	0.4496367689
287	0.6079523117	0.4495580655
288	0.6079738168	0.449526815
289	0.6082196288	0.4493928949
290	0.6085232723	0.4492863077
291	0.6087163045	0.4492145716
292	0.6089514066	0.4491499839
293	0.6089474261	0.4490562265
294	0.6088847071	0.4489526951
295	0.6091579207	0.4488622437
296	0.6094738861	0.4487218027
297	0.6096391484	0.4486413758
298	0.6097915126	0.4485815197
299	0.6098358261	0.4485002578
300	0.6099977174	0.4484423103
301	0.6102081812	0.4483509496
302	0.6104034843	0.4481413501
303	0.6103150031	0.448040917
304	0.6103063405	0.4479595094
305	0.6103605455	0.4479011842
306	0.6103909155	0.4478210384
307	0.6108112551	0.4477151558
308	0.6109142711	0.4476643416
309	0.6110410844	0.447566957
310	0.6111410487	0.4474803191
311	0.6113308909	0.4474205341
312	0.6113004157	0.4473827219
313	0.6117066935	0.4472678954
314	0.6117279667	0.4472204559
315	0.6117881351	0.4470455037
316	0.6119302092	0.4469744237
317	0.6119276195	0.4469200916
318	0.6119787386	0.4468220306
319	0.6119828295	0.4467629794
320	0.6121677517	0.4467050514
321	0.6122419162	0.4466136863
322	0.6123261527	0.4465066925
323	0.6125561685	0.4464022671
324	0.6127335488	0.4463208177
325	0.6128643436	0.44619304
326	0.612924729	0.4461323589
327	0.6130131044	0.4460811109
328	0.6129833598	0.4459835799
329	0.6129762905	0.4458973914
330	0.6129014579	0.4458138644
331	0.6130110709	0.4456867262
332	0.6132376177	0.4455832217
333	0.6133669425	0.4454865541
334	0.6134485246	0.4454014369
335	0.6134456084	0.4452893704
336	0.6138198021	0.4451620556
337	0.6136957276	0.4451160947
338	0.6138234031	0.4450575751
339	0.6140387724	0.4449933233
340	0.613930121	0.4448530907
341	0.6140440612	0.4447856969
342	0.6141227405	0.444728588
343	0.6142379569	0.4446636565
344	0.6143840997	0.4446123828
345	0.614545853	0.4445651055
346	0.61482963	0.4444403523
347	0.6149027486	0.4443298459
348	0.6151514598	0.4442432238
349	0.6150769736	0.4441084552
350	0.6153649542	0.4440159174
351	0.6153649518	0.4439668035
352	0.6155152578	0.4439029954
353	0.6156220323	0.4438164372
354	0.6155490004	0.4437328135
355	0.6157695293	0.4436799402
356	0.6157863501	0.4436196865
357	0.6158088403	0.4435456892
358	0.6158959142	0.4434588434
359	0.6160939269	0.4432955566
360	0.6161290617	0.4432437218
361	0.6164195998	0.4431093584
362	0.6163875751	0.4429276276
363	0.6164886333	0.4427916547
364	0.6165461583	0.4426922142
365	0.616478881	0.4425772858
366	0.6167021209	0.4424637705
367	0.6167203805	0.4423892899
368	0.6167695285	0.4423156562
369	0.6168186757	0.4422429158
370	0.616848372	0.4421733821
371	0.6168442776	0.4420940547
372	0.6170533293	0.4420113353
373	0.6173664558	0.4419390147
374	0.6174099603	0.4418222904
375	0.6173270038	0.4417421641
376	0.6175418097	0.4416230702
377	0.6176296229	0.4413882588
378	0.6177414648	0.4413274161
379	0.6179294748	0.4412666257
380	0.6180750574	0.4411493038
381	0.6180903148	0.4410988594
382	0.6182418264	0.4410513082
383	0.6182805991	0.4409816716
384	0.6185006928	0.4408920899
385	0.6186734247	0.4407452663
386	0.6187112006	0.4406859314
387	0.6188205909	0.4405893064
388	0.6187529054	0.4405443343
389	0.6189716619	0.4404727151
390	0.6192459468	0.440392862
391	0.6194630567	0.4403010963
392	0.6193970665	0.4402568075
393	0.6194209452	0.4401456203
394	0.6193567209	0.4400944112
395	0.6195038791	0.4400402601
396	0.6200586852	0.439932302
397	0.6200667189	0.439839515
398	0.6201124958	0.4397922156
399	0.6199684545	0.4397231069
400	0.6200873362	0.4396400275
401	0.6205607817	0.4395413974
402	0.6207688522	0.4394722498
403	0.6209561303	0.4394054868
404	0.621049754	0.4393143452
405	0.6209423129	0.4392426578
406	0.6211792582	0.4391420716
407	0.6213181686	0.4390926913
408	0.6215381251	0.4390267054
409	0.6214358638	0.4389441247
410	0.6216405873	0.4388807449
411	0.6217831887	0.4387909204
412	0.6217812039	0.4387554946
413	0.6219415512	0.4387077796
414	0.6221343441	0.438618829
415	0.6222542115	0.4385375077
416	0.6224942394	0.4384495128
417	0.6225650459	0.4383514541
418	0.6225294643	0.4382924141
419	0.6226638493	0.4382344049
420	0.6227322404	0.4381392033
421	0.62283945	0.438059054
422	0.6230069478	0.4379794943
423	0.6232344665	0.4379681876
424	0.6234575209	0.4378906849
425	0.6234142343	0.4378098444
426	0.6235213769	0.4377029618
427	0.6237103545	0.4376387416
428	0.6237673347	0.4375974542
429	0.6239302232	0.437522836
430	0.6244164354	0.4373592957
431	0.6245767957	0.4372943698
432	0.6246792247	0.4372306757
433	0.6249044516	0.4371510416
434	0.6248316774	0.437089749
435	0.6248430477	0.4370199291
436	0.6248646682	0.4369307197
437	0.6249215231	0.4368771791
438	0.6248043676	0.436758002
439	0.6250090982	0.4366869765
440	0.6253252069	0.4366213188
441	0.6252786143	0.4365851639
442	0.62546394	0.4365074373
443	0.6254287404	0.4364648948
444	0.6256800277	0.4363712152
445	0.625667622	0.4363069319
446	0.6258097387	0.4362249199
447	0.6261258802	0.4361700062
448	0.6260815766	0.4361398194
449	0.6261440763	0.4360472367
450	0.6261975598	0.4359241887
451	0.6263830252	0.4358668265
452	0.6265126012	0.435808856
453	0.6267361585	0.4356930645
454	0.6267532609	0.4356243106
455	0.6266910487	0.435536796
456	0.6267287815	0.4354825983
457	0.6269482381	0.4354087675
458	0.6270381424	0.4353330027
459	0.627020533	0.4351752881
460	0.6269899093	0.4349819563
461	0.6271546033	0.434937269
462	0.6273617118	0.4349004534
463	0.6274134965	0.4348526408
464	0.6274259913	0.4347976533
465	0.6276944364	0.4347098194
466	0.6277875881	0.4346650631
467	0.6277463905	0.4346008767
468	0.6277899602	0.4345109538
469	0.6279636807	0.4344640698
470	0.6284622732	0.4343644328
471	0.6285293262	0.4342998167
472	0.6286171732	0.4342628958
473	0.628653561	0.4342070114
474	0.6286504485	0.434129813
475	0.6287590736	0.4340386093
476	0.6287450756	0.4340076427
477	0.6287908428	0.433929612
478	0.6290491308	0.4338636071
479	0.6293877996	0.4337795807
480	0.6294080204	0.4336831352
481	0.6294049709	0.433630918
482	0.6297529382	0.433536292
483	0.6299057942	0.4334581516
484	0.6301641431	0.4333992734
485	0.6302112221	0.4333161257
486	0.6304017748	0.4332680693
487	0.6308144027	0.4331718387
488	0.6309089752	0.433085156
489	0.6310382136	0.4330673117
490	0.6310783779	0.4329944958
491	0.631035298	0.4329699137
492	0.6312507386	0.4328786223
493	0.6310334482	0.4327952925
494	0.6310688439	0.4327568677
495	0.6311923269	0.432694677
496	0.6312736925	0.4326403129
497	0.6313780032	0.4325617836
498	0.6314622063	0.4324928141
499	0.6316382743	0.4324387482
500	0.631651668	0.4324050674
501	0.6316928168	0.4323628443
502	0.6318832674	0.4323043841
503	0.632127178	0.4322375089
504	0.6325775819	0.4321290904
505	0.6324234935	0.4320407805
506	0.6325716622	0.4319956196
507	0.6325468141	0.4318759972
508	0.632628031	0.4318267547
509	0.6326163572	0.43174767
510	0.6326163572	0.431678133
511	0.6326966221	0.4315883919
512	0.6327145919	0.4315192718
513	0.6330545946	0.4314414351
514	0.6330587669	0.4313482895
515	0.6330872538	0.4313070459
516	0.6331226617	0.4312566524
517	0.6331311517	0.4312083855
518	0.6336612101	0.4310378114
519	0.63377585	0.4309798601
520	0.6339028883	0.4309288099
521	0.6338484433	0.4308625424
522	0.6339028883	0.4308177463
523	0.6338314601	0.4307355719
524	0.6338372146	0.4307245142
525	0.6338850404	0.4306653244
526	0.6341742391	0.4304730008
527	0.6341166753	0.4303914037
528	0.6343225338	0.4302490997
529	0.6344880147	0.4301328581
530	0.6346481838	0.4300343095
531	0.6347060958	0.4300032402
532	0.6347371668	0.4299650908
533	0.634823	0.4298761139
534	0.6350928437	0.4297971403
535	0.6350309342	0.4297316884
536	0.6351415094	0.4297004324
537	0.6352618879	0.4296061327
538	0.6353939922	0.4295643466
539	0.6354187451	0.4294428596
540	0.6357462166	0.4293738148
541	0.6358987378	0.429300657
542	0.6359746147	0.4292465953
543	0.6361765213	0.4292111161
544	0.6363232481	0.429124297
545	0.6364476833	0.4290732116
546	0.6365803043	0.4290145278
547	0.6366824653	0.4289422135
548	0.6366865407	0.4288853574
549	0.6367384666	0.4288440901
550	0.6368801138	0.4287510643
551	0.6368446804	0.4286942781
552	0.637017706	0.4286577681
553	0.6370621387	0.4285899583
554	0.637137187	0.4285279726
555	0.6373570613	0.4284498045
556	0.6374781403	0.4283955122
557	0.6373694082	0.4283193828
558	0.6372829751	0.4282547469
559	0.6374426907	0.42819157
560	0.6376162996	0.428121078
561	0.6376714438	0.4280876906
562	0.6380111398	0.4279633775
563	0.6382053813	0.4278911297
564	0.6381629603	0.4278031119
565	0.6383849728	0.4277285258
566	0.6383044246	0.4276679943
567	0.6384697593	0.427604577
568	0.6383233207	0.4275486561
569	0.6383464574	0.427476251
570	0.6384370724	0.4272834369
571	0.6385727747	0.4271916062
572	0.6386633807	0.4271277883
573	0.63870845	0.4270631639
574	0.6388221971	0.4270173196
575	0.6388853659	0.4269187688
576	0.6388823455	0.426851518
577	0.6390018936	0.4268115945
578	0.6390642978	0.426737177
579	0.6391528448	0.4267078851
580	0.6392665936	0.42666432
581	0.6393868843	0.4266034782
582	0.6395456275	0.4264999767
583	0.639463671	0.4264511693
584	0.6394702035	0.4263867234
585	0.6395803892	0.4263022321
586	0.6396362121	0.4262506137
587	0.6397869913	0.4261370142
588	0.6400137672	0.4260850328
589	0.6401253691	0.4260360936
590	0.6403368955	0.4259393915
591	0.640494932	0.4258739037
592	0.6404942208	0.4258485508
593	0.6406833086	0.4257970436
594	0.6407021294	0.4257580135
595	0.6407239327	0.4257166246
596	0.6406688769	0.4256633348
597	0.6407649195	0.4253329622
598	0.6408366534	0.4252862107
599	0.6408338465	0.4252549865
600	0.6409260115	0.4251744167
601	0.6410846254	0.4251213201
602	0.6412766844	0.4250378425
603	0.6414393857	0.4249670233
604	0.6413026744	0.4248895258
605	0.6415487283	0.4247720762
606	0.6416232073	0.4247175061
607	0.6417441534	0.4246498855
608	0.641897949	0.4245814887
609	0.6417165578	0.4244320634
610	0.6418279463	0.4243754602
611	0.6419735198	0.4243334013
612	0.642325455	0.4242286916
613	0.6423274387	0.4241604058
614	0.6424380704	0.4240736563
615	0.6424555208	0.4239850475
616	0.64251632	0.4239354965
617	0.6427465573	0.4238565863
618	0.6427782506	0.4237754437
619	0.6428079959	0.4237363972
620	0.642840331	0.4236755994
621	0.64286749	0.423628892
622	0.6431002643	0.4235464048
623	0.6433051269	0.4234774942
624	0.6435849637	0.4234315044
625	0.6436022473	0.4233394743
626	0.643669426	0.4232923119
627	0.6437559365	0.4231880913
628	0.6437384665	0.4231434296
629	0.6439981909	0.4230648141
630	0.6439853093	0.4230135926
631	0.6441671188	0.422888695
632	0.6442039011	0.4228425253
633	0.644125121	0.4228129246
634	0.644446052	0.4227203869
635	0.6445266232	0.4226518123
636	0.6446479752	0.4225818222
637	0.6447582541	0.4222973273
638	0.6448048895	0.4222361769
639	0.6446572444	0.4221898551
640	0.6449145647	0.4221242416
641	0.6451764536	0.4220419348
642	0.6453426874	0.4219806566
643	0.6453666034	0.4219383174
644	0.6454867641	0.4218967364
645	0.6455428354	0.4218218226
646	0.645641953	0.4217516303
647	0.6456973401	0.421700835
648	0.6458945541	0.4216500711
649	0.6459237558	0.4215920202
650	0.6459465569	0.4215385961
651	0.6460870745	0.42146548
652	0.6460556299	0.4213983649
653	0.6462206148	0.4213633112
654	0.6464339635	0.421294486
655	0.6465015368	0.4212599987
656	0.646551958	0.4212274571
657	0.6465397204	0.4211452192
658	0.6466754057	0.4211177868
659	0.6468105108	0.4210691839
660	0.6467642805	0.4209892682
661	0.6471566766	0.4208879259
662	0.6470944584	0.4208435082
663	0.6468173599	0.4207705356
664	0.6470322359	0.4207212324
665	0.6471726083	0.4206523015
666	0.6474197367	0.4205845483
667	0.6474367663	0.4205017413
668	0.6478320971	0.4204218243
669	0.6480728574	0.4203717545
670	0.6483102523	0.420300503
671	0.648554391	0.4202294087
672	0.6486935781	0.420145173
673	0.6487106742	0.4200940795
674	0.6486120147	0.4200265486
675	0.6486374151	0.4199701431
676	0.648744872	0.4199001095
677	0.6487536478	0.4198249193
678	0.6490554446	0.4197573439
679	0.6491648072	0.4197147082
680	0.6492253489	0.4196305097
681	0.6495038061	0.419554602
682	0.6494139743	0.4194955627
683	0.6495471824	0.4194411889
684	0.6494974761	0.4193971452
685	0.6495547407	0.4193396308
686	0.6497128201	0.4193011188
687	0.6498144084	0.419223573
688	0.6500383799	0.4191642227
689	0.6500261983	0.4190837139
690	0.6501291803	0.4190177697
691	0.6501531207	0.4189714081
692	0.6502208532	0.4188830127
693	0.6505419075	0.418808677
694	0.6504065041	0.4187532086
695	0.6503956354	0.4187113579
696	0.6504417584	0.4186753659
697	0.6505582252	0.4186137817
698	0.6506313565	0.4185749973
699	0.6506463823	0.4185248191
700	0.6506215669	0.4184518574
701	0.6508812662	0.4183591035
702	0.6512409234	0.4183075881
703	0.6511930351	0.4182813379
704	0.6515096793	0.4182276763
705	0.6515882045	0.4181693005
706	0.6516297968	0.4181176319
707	0.6516125537	0.4180810857
708	0.6518967914	0.4180294075
709	0.6518842202	0.4179804453
710	0.6520455428	0.4179321605
711	0.6520753763	0.4178878793
712	0.6522932467	0.4178213554
713	0.6518499788	0.4176863636
714	0.6519646357	0.417656916
715	0.6521405416	0.4176043246
716	0.6522477288	0.4175484903
717	0.6524471736	0.417491251
718	0.6525367096	0.4174148073
719	0.6526572448	0.4173683023
720	0.6527262385	0.4173081422
721	0.6529300226	0.4172498477
722	0.6529665111	0.4171822709
723	0.6532561688	0.4171001286
724	0.6533051658	0.4170372774
725	0.6534017045	0.4169724993
726	0.6536027945	0.4169081136
727	0.6535409614	0.416869711
728	0.6535843879	0.4167685267
729	0.6536194336	0.4167140517
730	0.6536333523	0.4166604053
731	0.6537489621	0.4165998671
732	0.6539905425	0.4165154569
733	0.6540522982	0.4164490318
734	0.6543902703	0.4163416282
735	0.6544339197	0.416233617
736	0.6546205752	0.4161765373
737	0.6545411896	0.4161435934
738	0.6544453967	0.4160687717
739	0.6547620122	0.4159856816
740	0.6549381547	0.4159000367
741	0.6549456497	0.4158556464
742	0.6550224644	0.4157780123
743	0.6549804679	0.415726557
744	0.655131351	0.4156657758
745	0.6551273147	0.4155787704
746	0.655133848	0.4155166152
747	0.655175835	0.4154616351
748	0.6552190617	0.4154017139
749	0.6551898278	0.4153467157
750	0.6552383357	0.4153127036
751	0.6551892067	0.4152798802
752	0.6553157719	0.4152166422
753	0.6554520281	0.4151369282
754	0.6554458125	0.4151049646
755	0.6554392928	0.4150137995
756	0.655329821	0.414961397
757	0.6557167082	0.4149098496
758	0.6558681085	0.4148514557
759	0.6557421403	0.4148098094
760	0.6558509487	0.4147493713
761	0.6558946846	0.4146702023
762	0.6558568633	0.4146068048
763	0.6558450342	0.4145694689
764	0.6560685302	0.4145022936
765	0.6561420908	0.414417666
766	0.6563173315	0.4143328624
767	0.6565479946	0.4142589033
768	0.6567651114	0.4141610726
769	0.6567766822	0.414099832
770	0.6567842049	0.4140064157
771	0.6569275968	0.4139565501
772	0.6570548056	0.4138636167
773	0.6570066593	0.413818382
774	0.6574031521	0.4136781397
775	0.6576078142	0.4135949989
776	0.6577434067	0.4135156844
777	0.6577559868	0.4134613234
778	0.6579620819	0.4133805678
779	0.6581726437	0.4133371195
780	0.6583307058	0.4132553949
781	0.6584442963	0.4132309758
782	0.6583416673	0.4131690948
783	0.6584137453	0.4131414699
784	0.6584273914	0.4130735052
785	0.6585122002	0.4129976603
786	0.6584396984	0.41295724
787	0.6586207207	0.4129215147
788	0.6587213649	0.4128611309
789	0.6588046631	0.4128370925
790	0.6587747748	0.4127870417
791	0.6586715202	0.4127518014
792	0.6589310006	0.4126579282
793	0.6591408699	0.4126038867
794	0.6591771097	0.4125309894
795	0.6592371034	0.4124663347
796	0.6593818408	0.4124255606
797	0.6594430033	0.4123909715
