iter	Passed	Remaining
120	31755	2592682
121	31973	2588788
122	32230	2588095
123	32482	2587105
124	32740	2586502
125	32961	2583053
126	33213	2582052
127	33479	2582117
128	33731	2581112
129	34008	2582040
130	34281	2582631
131	34503	2579424
132	34759	2578712
133	34990	2576257
134	35241	2575238
135	35474	2572909
136	35704	2570429
137	35923	2567256
138	36167	2565839
139	36430	2565724
140	36691	2565526
141	36936	2564238
142	37180	2562857
143	37480	2565314
144	37745	2565370
145	38010	2565480
146	38272	2565307
147	38500	2562902
148	38772	2563378
149	39088	2566807
150	39357	2567067
151	39629	2567605
152	39929	2569873
153	40170	2568306
154	40426	2567759
155	40729	2570141
156	40942	2566888
157	41192	2565955
158	41410	2563013
159	41661	2562160
160	41915	2561557
161	42176	2561310
162	42441	2561351
163	42675	2559491
164	42942	2559656
165	43198	2559111
166	43464	2559227
167	43699	2557455
168	43966	2557600
169	44202	2555933
170	44431	2553924
171	44675	2552761
172	44928	2552101
173	45220	2553678
174	45460	2552293
175	45731	2552663
176	45970	2551213
177	46228	2550864
178	46469	2549588
179	46728	2549276
180	46988	2549043
181	47257	2549322
182	47490	2547632
183	47812	2550689
184	48070	2550339
185	48336	2550379
186	48634	2552149
187	48883	2551326
188	49139	2550844
189	49378	2549514
190	49646	2549636
191	49888	2548476
192	50110	2546266
193	50412	2548170
194	50635	2546071
195	50894	2545755
196	51119	2543785
197	51356	2542421
198	51599	2541352
199	51813	2538838
200	52054	2537728
201	52317	2537642
202	52554	2536317
203	52789	2534953
204	53042	2534401
205	53340	2535998
206	53616	2536535
207	53848	2535016
208	54107	2534751
209	54326	2532632
210	54582	2532249
211	54836	2531797
212	55038	2528939
213	55293	2528514
214	55533	2527404
215	55725	2524173
216	55981	2523827
217	56197	2521691
218	56437	2520624
219	56690	2520153
220	56975	2521080
221	57205	2519629
222	57481	2520169
223	57744	2520146
224	58024	2520862
225	58315	2522034
226	58581	2522094
227	58844	2522072
228	59108	2522066
229	59385	2522600
230	59624	2521514
231	59872	2520838
232	60160	2521835
233	60403	2520922
234	60639	2519776
235	60891	2519269
236	61127	2518111
237	61429	2519623
238	61677	2518984
239	61941	2518952
240	62178	2517851
241	62460	2518550
242	62735	2518962
243	63011	2519437
244	63276	2519452
245	63530	2519028
246	63772	2518127
247	64003	2516771
248	64284	2517430
249	64581	2518676
250	64838	2518367
251	65086	2517702
252	65323	2516643
253	65575	2516145
254	65848	2516438
255	66168	2518536
256	66440	2518776
257	66708	2518875
258	66967	2518646
259	67201	2517455
260	67486	2518202
261	67734	2517553
262	67987	2517092
263	68283	2518199
264	68535	2517719
265	68791	2517371
266	69042	2516822
267	69336	2517849
268	69600	2517779
269	69854	2517366
270	70099	2516584
271	70361	2516442
272	70594	2515274
273	70842	2514638
274	71084	2513805
275	71313	2512503
276	71537	2511054
277	71767	2509780
278	72008	2508929
279	72257	2508383
280	72529	2508581
281	72759	2507350
282	73040	2507901
283	73327	2508625
284	73555	2507323
285	73825	2507470
286	74065	2506614
287	74316	2506119
288	74524	2504161
289	74801	2504548
290	75052	2504085
291	75297	2503379
292	75537	2502550
293	75792	2502197
294	76036	2501481
295	76293	2501192
296	76556	2501117
297	76866	2502549
298	77096	2501379
299	77364	2501453
300	77606	2500689
301	77886	2501129
302	78138	2500682
303	78383	2500022
304	78645	2499882
305	78962	2501500
306	79188	2500248
307	79483	2501143
308	79696	2499480
309	79946	2498976
310	80212	2498962
311	80482	2499072
312	80708	2497847
313	80955	2497250
314	81203	2496685
315	81519	2498214
316	81766	2497619
317	81945	2494947
318	82204	2494725
319	82417	2493128
320	82656	2492299
321	82914	2492080
322	83172	2491832
323	83418	2491212
324	83667	2490726
325	83897	2489655
326	84153	2489347
327	84417	2489299
328	84687	2489415
329	84961	2489628
330	85200	2488838
331	85462	2488715
332	85727	2488683
333	85961	2487741
334	86214	2487359
335	86457	2486674
336	86747	2487362
337	87002	2487047
338	87215	2485510
339	87483	2485564
340	87722	2484789
341	87969	2484240
342	88185	2482813
343	88426	2482119
344	88675	2481619
345	88899	2480457
346	89166	2480478
347	89406	2479737
348	89637	2478771
349	89905	2478812
350	90131	2477718
351	90382	2477305
352	90614	2476381
353	90879	2476338
354	91122	2475695
355	91449	2477365
356	91666	2476031
357	91916	2475589
358	92163	2475058
359	92438	2475300
360	92691	2474950
361	92981	2475561
362	93213	2474641
363	93499	2475163
364	93769	2475258
365	94033	2475192
366	94273	2474495
367	94498	2473382
368	94781	2473827
369	95038	2473581
370	95297	2473371
371	95560	2473264
372	95816	2472998
373	96033	2471710
374	96301	2471736
375	96575	2471915
376	96815	2471246
377	97114	2472049
378	97389	2472266
379	97640	2471833
380	97860	2470663
381	98129	2470712
382	98391	2470584
383	98638	2470067
384	98874	2469287
385	99127	2468941
386	99380	2468591
387	99636	2468314
388	99895	2468111
389	100149	2467785
390	100453	2468700
391	100716	2468580
392	100937	2467444
393	101167	2466527
394	101393	2465531
395	101635	2464925
396	101875	2464255
397	102124	2463807
398	102409	2464243
399	102682	2464385
400	102930	2463920
401	103159	2462988
402	103426	2462978
403	103671	2462448
404	103928	2462204
405	104250	2463485
406	104508	2463266
407	104765	2463013
408	105037	2463121
409	105328	2463661
410	105570	2463054
411	105814	2462506
412	106034	2461388
413	106276	2460792
414	106537	2460639
415	106769	2459806
416	107028	2459607
417	107305	2459814
418	107585	2460091
419	107846	2459937
420	108077	2459094
421	108339	2458956
422	108598	2458745
423	108818	2457656
424	109075	2457406
425	109308	2456615
426	109572	2456538
427	109801	2455643
428	110035	2454904
429	110318	2455237
430	110694	2457617
431	111015	2458780
432	111265	2458381
433	111515	2457975
434	111746	2457136
435	112009	2457008
436	112260	2456625
437	112530	2456669
438	112775	2456151
439	113031	2455874
440	113295	2455766
441	113529	2455015
442	113762	2454233
443	114014	2453873
444	114256	2453312
445	114520	2453193
446	114772	2452843
447	115036	2452741
448	115285	2452312
449	115545	2452125
450	115842	2452725
451	116067	2451790
452	116330	2451664
453	116590	2451476
454	116815	2450559
455	117126	2451431
456	117394	2451410
457	117683	2451819
458	117950	2451781
459	118244	2452284
460	118542	2452886
461	118774	2452104
462	119056	2452365
463	119339	2452622
464	119566	2451763
465	119833	2451708
466	120052	2450673
467	120319	2450618
468	120574	2450315
469	120804	2449510
470	121052	2449063
471	121309	2448815
472	121579	2448821
473	121844	2448706
474	122083	2448104
475	122368	2448400
476	122639	2448425
477	122891	2448069
478	123090	2446642
479	123387	2447187
480	123637	2446793
481	123874	2446135
482	124120	2445667
483	124380	2445470
484	124651	2445479
485	124879	2444657
486	125103	2443750
487	125379	2443864
488	125621	2443327
489	125827	2442073
490	126088	2441898
491	126321	2441187
492	126569	2440755
493	126803	2440060
494	127082	2440236
495	127324	2439700
496	127593	2439683
497	127799	2438454
498	128057	2438226
499	128300	2437713
500	128586	2438004
501	128804	2437030
502	129068	2436897
503	129269	2435604
504	129504	2434946
505	129756	2434603
506	130141	2436751
507	130403	2436592
508	130631	2435805
509	130872	2435257
510	131110	2434657
511	131356	2434202
512	131608	2433860
513	131856	2433443
514	132080	2432594
515	132333	2432275
516	132589	2432009
517	132828	2431423
518	133115	2431722
519	133384	2431710
520	133656	2431719
521	133911	2431443
522	134160	2431050
523	134396	2430427
524	134613	2429461
525	134876	2429307
526	135121	2428860
527	135398	2428961
528	135685	2429265
529	135947	2429097
530	136211	2428975
531	136472	2428801
532	136699	2428026
533	136944	2427558
534	137197	2427233
535	137471	2427302
536	137742	2427303
537	138005	2427154
538	138276	2427141
539	138524	2426739
540	138768	2426264
541	138978	2425205
542	139202	2424383
543	139450	2423975
544	139708	2423744
545	139955	2423323
546	140183	2422584
547	140450	2422508
548	140700	2422155
549	140952	2421816
550	141185	2421159
551	141439	2420871
552	141666	2420117
553	141895	2419398
554	142170	2419465
555	142442	2419474
556	142762	2420290
557	142988	2419525
558	143263	2419583
559	143469	2418486
560	143703	2417853
561	143965	2417693
562	144227	2417547
563	144512	2417766
564	144763	2417425
565	144996	2416778
566	145245	2416398
567	145482	2415832
568	145751	2415782
569	145973	2414961
570	146245	2414969
571	146487	2414487
572	146729	2413992
573	147009	2414129
574	147234	2413363
575	147456	2412545
576	147726	2412532
577	147986	2412339
578	148278	2412669
579	148532	2412378
580	148777	2411938
581	149030	2411637
582	149299	2411587
583	149567	2411517
584	149846	2411638
585	150116	2411593
586	150309	2410329
587	150584	2410368
588	150827	2409914
589	151062	2409316
590	151324	2409154
591	151555	2408509
592	151836	2408648
593	152093	2408401
594	152344	2408074
595	152594	2407713
596	152826	2407078
597	153107	2407217
598	153417	2407813
599	153648	2407159
600	153935	2407390
601	154224	2407649
602	154459	2407063
603	154713	2406765
604	154975	2406602
605	155249	2406625
606	155598	2407807
607	155822	2407043
608	156044	2406270
609	156378	2407209
610	156660	2407340
611	156950	2407595
612	157260	2408168
613	157612	2409365
614	157921	2409910
615	158240	2410602
616	158536	2410940
617	158829	2411231
618	159079	2410857
619	159397	2411528
620	159690	2411807
621	160002	2412377
622	160278	2412412
623	160515	2411844
624	160747	2411211
625	161010	2411037
626	161284	2411031
627	161554	2410968
628	161799	2410529
629	162057	2410280
630	162302	2409848
631	162606	2410287
632	162844	2409738
633	163082	2409197
634	163336	2408886
635	163577	2408390
636	163821	2407944
637	164134	2408510
638	164383	2408127
639	164622	2407601
640	164914	2407849
641	165150	2407280
642	165393	2406821
643	165638	2406392
644	165916	2406431
645	166233	2407047
646	166523	2407259
647	166799	2407265
648	167060	2407057
649	167372	2407581
650	167633	2407382
651	167952	2408012
652	168236	2408127
653	168526	2408332
654	168785	2408096
655	169092	2408533
656	169442	2409588
657	169763	2410227
658	170089	2410933
659	170351	2410731
660	170710	2411897
661	171000	2412085
662	171286	2412214
663	171683	2413914
664	172115	2416088
665	172353	2415531
666	172624	2415450
667	172912	2415597
668	173271	2416739
669	173600	2417458
670	173929	2418169
671	174232	2418513
672	174516	2418602
673	174796	2418625
674	175201	2420376
675	175482	2420418
676	175749	2420250
677	176075	2420901
678	176597	2424243
679	177246	2429322
680	177587	2430156
681	178146	2433968
682	178680	2437434
683	179176	2440359
684	179680	2443394
685	180181	2446373
686	180452	2446218
687	180732	2446194
688	181205	2448778
689	181730	2452044
690	182161	2454041
691	182534	2455250
692	182809	2455130
693	183077	2454933
694	183343	2454687
695	183611	2454480
696	183952	2455255
697	184254	2455492
698	184560	2455792
699	184781	2454955
700	185126	2455765
701	185403	2455672
702	185674	2455499
703	185905	2454792
704	186130	2454020
705	186386	2453649
706	186654	2453441
707	186927	2453297
708	187184	2452933
709	187457	2452793
710	187690	2452117
711	187940	2451670
712	188197	2451324
713	188508	2451663
714	188796	2451712
715	189062	2451470
716	189344	2451438
717	189636	2451537
718	189911	2451414
719	190126	2450515
720	190393	2450290
721	190640	2449807
722	190856	2448924
723	191113	2448570
724	191387	2448443
725	191651	2448179
726	191906	2447791
727	192203	2447960
728	192484	2447908
729	192762	2447819
730	192985	2447029
731	193236	2446600
732	193498	2446314
733	193783	2446324
734	194074	2446397
735	194351	2446294
736	194572	2445490
737	194784	2444568
738	195028	2444055
739	195239	2443131
740	195502	2442858
741	195745	2442328
742	196021	2442223
743	196293	2442065
744	196507	2441182
745	196733	2440438
746	196980	2439975
747	197242	2439695
748	197496	2439304
749	197777	2439253
750	197973	2438152
751	198199	2437428
752	198471	2437273
753	198732	2436979
754	199051	2437393
755	199476	2439099
756	199761	2439095
757	199998	2438498
758	200257	2438187
759	200695	2440033
760	201085	2441293
761	201511	2442994
762	201792	2442935
763	202176	2444107
764	202475	2444268
765	202967	2446734
766	203470	2449341
767	204000	2452260
768	204535	2455224
769	205051	2457951
770	205587	2460919
771	206061	2463127
772	206615	2466291
773	207171	2469468
774	207919	2474915
775	208403	2477207
776	208836	2478889
777	209187	2479592
778	209431	2479038
779	209697	2478736
780	209940	2478159
781	210202	2477806
782	210488	2477739
783	210789	2477850
784	211116	2478262
785	211394	2478099
786	211653	2477716
787	212054	2478988
788	212380	2479391
789	212735	2480116
790	213203	2482168
791	213633	2483753
792	213895	2483402
793	214219	2483760
794	214637	2485208
795	214906	2484920
796	215302	2486110
797	215709	2487417
